davatron5000;1;8;;;;;;;;;;;;
davecardwell;2;28;27;;;;;;;;;;;
tabacco;1;35;;;;;;;;;;;;
nvartolomei;1;37;;;;;;;;;;;;
hogart;1;40;;;;;;;;;;;;
speg;1;45;;;;;;;;;;;;
wibron;1;55;;;;;;;;;;;;
lukeholder;1;59;;;;;;;;;;;;
optikfluffel;1;69;;;;;;;;;;;;
shamanime;1;70;;;;;;;;;;;;
yadoga;3;165;163;91;;;;;;;;;;
zachpendleton;1;106;;;;;;;;;;;;
vvdpzz;1;107;;;;;;;;;;;;
peburrows;1;112;;;;;;;;;;;;
sweikenb;1;115;;;;;;;;;;;;
dagmar;2;122;120;;;;;;;;;;;
emilkje;2;6665;121;;;;;;;;;;;
rspeer;1;132;;;;;;;;;;;;
eduard-io;1;134;;;;;;;;;;;;
nikku;2;183;141;;;;;;;;;;;
kamui545;3;301;166;150;;;;;;;;;;
bdalziel;1;157;;;;;;;;;;;;
mikea;1;173;;;;;;;;;;;;
lincolnthree;1;179;;;;;;;;;;;;
connor;2;368;187;;;;;;;;;;;
chripede;1;196;;;;;;;;;;;;
bitbonsai;1;200;;;;;;;;;;;;
khoogheem;1;207;;;;;;;;;;;;
Timothee;1;208;;;;;;;;;;;;
dyve;5;2230;2173;2166;1983;210;;;;;;;;
obeattie;1;212;;;;;;;;;;;;
marksands;1;236;;;;;;;;;;;;
EgoAleSum;4;3691;3346;2932;249;;;;;;;;;
blakejakopovic;1;251;;;;;;;;;;;;
dmyers;2;351;255;;;;;;;;;;;
rafikk;1;262;;;;;;;;;;;;
beinstein;1;264;;;;;;;;;;;;
petervandenabeele;2;274;273;;;;;;;;;;;
snapshot;1;277;;;;;;;;;;;;
lightglitch;2;317;279;;;;;;;;;;;
JeanMertz;1;286;;;;;;;;;;;;
scott-stewart;2;1417;300;;;;;;;;;;;
lvivier;1;308;;;;;;;;;;;;
futoase;1;311;;;;;;;;;;;;
erikdahlstrand;1;319;;;;;;;;;;;;
ncuesta;1;323;;;;;;;;;;;;
wlangstroth;1;326;;;;;;;;;;;;
pal;1;353;;;;;;;;;;;;
josegonzalez;1;356;;;;;;;;;;;;
lmazardo;1;384;;;;;;;;;;;;
philipp-spiess;2;390;389;;;;;;;;;;;
coreyward;2;4520;395;;;;;;;;;;;
billyvg;3;3015;2117;411;;;;;;;;;;
leereilly;2;3568;413;;;;;;;;;;;
joearcher;1;421;;;;;;;;;;;;
tonio;1;425;;;;;;;;;;;;
mkchandler;3;996;902;430;;;;;;;;;;
ggustafsson;1;434;;;;;;;;;;;;
RobVanGroenewoud;1;448;;;;;;;;;;;;
dscape;1;457;;;;;;;;;;;;
bauhouse;1;466;;;;;;;;;;;;
damiancarrillo;1;470;;;;;;;;;;;;
lancehunt;1;477;;;;;;;;;;;;
behaba;1;482;;;;;;;;;;;;
enortham;1;515;;;;;;;;;;;;
brennanmceachran;1;523;;;;;;;;;;;;
Josean1011;1;526;;;;;;;;;;;;
pelme;6;7092;2484;2481;2461;2423;529;;;;;;;
liamks;1;534;;;;;;;;;;;;
millusdk;2;832;540;;;;;;;;;;;
tblobaum;1;543;;;;;;;;;;;;
bholub;2;1686;564;;;;;;;;;;;
antonmoiseev;1;570;;;;;;;;;;;;
theill;1;581;;;;;;;;;;;;
codehack;1;584;;;;;;;;;;;;
greygeek;4;3840;3081;592;591;;;;;;;;;
NeoCN;1;594;;;;;;;;;;;;
mikedfunk;1;595;;;;;;;;;;;;
scottkf;4;859;858;612;596;;;;;;;;;
spung;1;597;;;;;;;;;;;;
anteksiler;2;602;601;;;;;;;;;;;
samcome;1;604;;;;;;;;;;;;
storborg;3;743;657;614;;;;;;;;;;
maluke;1;617;;;;;;;;;;;;
matthewbjones;1;619;;;;;;;;;;;;
criso;1;623;;;;;;;;;;;;
apancutt;1;627;;;;;;;;;;;;
Hemphill;1;631;;;;;;;;;;;;
aderyabin;1;636;;;;;;;;;;;;
kylewest;2;5027;643;;;;;;;;;;;
mehlah;1;648;;;;;;;;;;;;
zzdhidden;1;650;;;;;;;;;;;;
denisjacquemin;1;651;;;;;;;;;;;;
meehow;1;653;;;;;;;;;;;;
leandroadacosta;1;660;;;;;;;;;;;;
sngo82;1;673;;;;;;;;;;;;
opendining;1;676;;;;;;;;;;;;
timcheadle;1;678;;;;;;;;;;;;
pascalduez;3;724;690;689;;;;;;;;;;
envex;2;695;691;;;;;;;;;;;
jackieshaffer;1;698;;;;;;;;;;;;
aaronsnow;1;702;;;;;;;;;;;;
simonz05;1;703;;;;;;;;;;;;
AndrewBrinker;1;707;;;;;;;;;;;;
r-murphy;1;709;;;;;;;;;;;;
piranha;1;710;;;;;;;;;;;;
stefanozoffoli;1;712;;;;;;;;;;;;
StephanHoyer;1;719;;;;;;;;;;;;
alexchamberlain;1;734;;;;;;;;;;;;
mhansen;1;744;;;;;;;;;;;;
thedjinn;1;753;;;;;;;;;;;;
blasdelf;1;760;;;;;;;;;;;;
cbosco;1;763;;;;;;;;;;;;
sams;2;799;797;;;;;;;;;;;
jfilipe;1;806;;;;;;;;;;;;
Singletoned;1;817;;;;;;;;;;;;
idbentley;1;826;;;;;;;;;;;;
themacg33k;1;830;;;;;;;;;;;;
treshugart;1;831;;;;;;;;;;;;
arnar;1;853;;;;;;;;;;;;
JoyceBabu;4;3141;1023;1021;864;;;;;;;;;
richarddong;2;869;867;;;;;;;;;;;
alexbilbie;1;872;;;;;;;;;;;;
foca;2;874;873;;;;;;;;;;;
marten;1;882;;;;;;;;;;;;
jjaffeux;1;883;;;;;;;;;;;;
jhuon;1;892;;;;;;;;;;;;
sandro-pasquali;1;917;;;;;;;;;;;;
eduardn;2;2256;925;;;;;;;;;;;
tomstuart;1;927;;;;;;;;;;;;
justindarc;1;973;;;;;;;;;;;;
niallkennedy;1;975;;;;;;;;;;;;
constantx;1;978;;;;;;;;;;;;
tuler;5;989;988;987;980;979;;;;;;;;
dpwolf;2;982;981;;;;;;;;;;;
timrchavez;1;1002;;;;;;;;;;;;
chadhietala;1;1005;;;;;;;;;;;;
dfm;1;1030;;;;;;;;;;;;
TamDenholm;1;1040;;;;;;;;;;;;
pixelmixture;2;1310;1059;;;;;;;;;;;
maxhoffmann;1;1061;;;;;;;;;;;;
ckuijjer;1;1063;;;;;;;;;;;;
kaelig;1;1064;;;;;;;;;;;;
ajrkerr;2;1080;1081;;;;;;;;;;;
itsmeduncan;3;2055;1114;1082;;;;;;;;;;
alampros;2;1095;1084;;;;;;;;;;;
zeleznypa;1;1089;;;;;;;;;;;;
mnelson7982;2;1094;1090;;;;;;;;;;;
abhishekdelta;1;1091;;;;;;;;;;;;
dwightwatson;1;1092;;;;;;;;;;;;
bobbrez;1;1099;;;;;;;;;;;;
mneuhaus;1;1103;;;;;;;;;;;;
tnorthcutt;1;1148;;;;;;;;;;;;
Turbo87;1;1157;;;;;;;;;;;;
NelsonReis;3;3559;1466;1162;;;;;;;;;;
nicknovitski;1;1167;;;;;;;;;;;;
vincpa;1;1169;;;;;;;;;;;;
timboisvert;2;1173;1172;;;;;;;;;;;
gpluess;1;1187;;;;;;;;;;;;
amenonsen;1;1193;;;;;;;;;;;;
sibartlett;2;1220;1219;;;;;;;;;;;
mlynch;1;1228;;;;;;;;;;;;
adamsanderson;1;1231;;;;;;;;;;;;
roydaniels;1;1252;;;;;;;;;;;;
IamNaN;1;1279;;;;;;;;;;;;
ruian;2;1607;1346;;;;;;;;;;;
paglias;1;1347;;;;;;;;;;;;
zerkalica;2;1401;1351;;;;;;;;;;;
nsb;1;1378;;;;;;;;;;;;
kbond;1;1431;;;;;;;;;;;;
markwillis82;1;1433;;;;;;;;;;;;
jeremybenaim;1;1443;;;;;;;;;;;;
tkazec;1;1447;;;;;;;;;;;;
pixelsonly;1;1449;;;;;;;;;;;;
chrisjacob;2;1463;1462;;;;;;;;;;;
glagola;1;1470;;;;;;;;;;;;
reefdog;2;1532;1471;;;;;;;;;;;
kirkstrobeck;3;4795;1477;1475;;;;;;;;;;
jgaskins;1;1480;;;;;;;;;;;;
dperetti;1;1481;;;;;;;;;;;;
bartt;3;2775;1541;1498;;;;;;;;;;
vreon;2;1502;1499;;;;;;;;;;;
dhendo;1;1501;;;;;;;;;;;;
francisbesset;1;1504;;;;;;;;;;;;
jarijokinen;1;1508;;;;;;;;;;;;
rassie;2;13199;1519;;;;;;;;;;;
tomaszkubacki;1;1523;;;;;;;;;;;;
ericbock;1;1525;;;;;;;;;;;;
xPaw;1;1526;;;;;;;;;;;;
sbarre;1;1529;;;;;;;;;;;;
barrettcook;1;1530;;;;;;;;;;;;
mshafrir;2;2494;1535;;;;;;;;;;;
eirikb;3;1716;1641;1539;;;;;;;;;;
analytically;1;1544;;;;;;;;;;;;
bumpux;2;1587;1547;;;;;;;;;;;
simonwex;1;1557;;;;;;;;;;;;
henryturk;1;1562;;;;;;;;;;;;
rudy750;1;1569;;;;;;;;;;;;
CaryLandholt;1;1573;;;;;;;;;;;;
zhongwei99;1;1588;;;;;;;;;;;;
kedarmhaswade;2;3093;1616;;;;;;;;;;;
et;1;1622;;;;;;;;;;;;
jimryan;1;1623;;;;;;;;;;;;
ionian-wind;1;1634;;;;;;;;;;;;
noahblon;2;1676;1637;;;;;;;;;;;
vegar;1;1658;;;;;;;;;;;;
felds;2;6965;1663;;;;;;;;;;;
conover;1;1672;;;;;;;;;;;;
mahemoff;1;1694;;;;;;;;;;;;
chrisrudman;1;1695;;;;;;;;;;;;
camshaft;1;1705;;;;;;;;;;;;
x01d-reserved;1;1710;;;;;;;;;;;;
hitezh;1;1712;;;;;;;;;;;;
busyloop;1;1720;;;;;;;;;;;;
revdavethompson;1;1722;;;;;;;;;;;;
michaelschade;1;1734;;;;;;;;;;;;
hastebrot;1;1736;;;;;;;;;;;;
mindctrl;1;1743;;;;;;;;;;;;
PhilETaylor;1;1753;;;;;;;;;;;;
bastula;1;1757;;;;;;;;;;;;
tobaco;1;1761;;;;;;;;;;;;
biojazzard;1;1765;;;;;;;;;;;;
karlfreeman;1;1780;;;;;;;;;;;;
raphaelz;4;2192;2191;2190;1789;;;;;;;;;
chrisramakers;1;1792;;;;;;;;;;;;
foudfou;1;1796;;;;;;;;;;;;
jorgecasar;1;1800;;;;;;;;;;;;
panosru;1;1801;;;;;;;;;;;;
henrik;1;1805;;;;;;;;;;;;
kmiyashiro;2;3616;1821;;;;;;;;;;;
valentinvieriu;3;1895;1894;1825;;;;;;;;;;
franckbret;1;1832;;;;;;;;;;;;
martinnormark;4;6015;3827;2136;1840;;;;;;;;;
EricWarnke;1;1845;;;;;;;;;;;;
BigBlueHat;7;3053;3035;3031;2239;1978;1975;1849;;;;;;
jsmecham;1;1853;;;;;;;;;;;;
aelse;2;1862;1859;;;;;;;;;;;
jmar777;2;1879;1867;;;;;;;;;;;
treyp;1;1885;;;;;;;;;;;;
alanstevens;2;1902;1900;;;;;;;;;;;
mvzink;1;1916;;;;;;;;;;;;
chrismytton;1;1923;;;;;;;;;;;;
creocoder;1;1924;;;;;;;;;;;;
dmportella;1;1933;;;;;;;;;;;;
ryanwi;1;1936;;;;;;;;;;;;
burhan;1;1938;;;;;;;;;;;;
rajivnavada;1;1941;;;;;;;;;;;;
oncletom;3;4168;4150;1952;;;;;;;;;;
krainboltgreene;2;13560;1957;;;;;;;;;;;
ifightcrime;1;1960;;;;;;;;;;;;
petewarden;1;1966;;;;;;;;;;;;
petejkim;1;1984;;;;;;;;;;;;
cabgfx;1;1988;;;;;;;;;;;;
emerencia;1;1991;;;;;;;;;;;;
msmeeks;1;2000;;;;;;;;;;;;
codeimpossible;1;2007;;;;;;;;;;;;
EvilSpaceHamster;1;2009;;;;;;;;;;;;
benjaminach;1;2010;;;;;;;;;;;;
v0id3r;1;2012;;;;;;;;;;;;
saevarom;2;14466;2020;;;;;;;;;;;
paulcollinsiii;1;2022;;;;;;;;;;;;
sebskuse;1;2032;;;;;;;;;;;;
flowonyx;1;2033;;;;;;;;;;;;
mchapman;2;2110;2041;;;;;;;;;;;
ctz;1;2051;;;;;;;;;;;;
web-ninja;1;2052;;;;;;;;;;;;
xdissent;1;2053;;;;;;;;;;;;
ali;1;2056;;;;;;;;;;;;
gintas;1;2057;;;;;;;;;;;;
kljohann;1;2059;;;;;;;;;;;;
elithrar;1;2061;;;;;;;;;;;;
nmussat;1;2069;;;;;;;;;;;;
gavinballard;1;2070;;;;;;;;;;;;
csytan;1;2095;;;;;;;;;;;;
dansup;1;2098;;;;;;;;;;;;
byrdkm17;1;2102;;;;;;;;;;;;
wink;1;2104;;;;;;;;;;;;
maraujop;1;2105;;;;;;;;;;;;
atdt;1;2114;;;;;;;;;;;;
Luit;1;2115;;;;;;;;;;;;
wub;1;2120;;;;;;;;;;;;
coryalder;1;2121;;;;;;;;;;;;
fedesoria;1;2122;;;;;;;;;;;;
studgeek;2;2265;2141;;;;;;;;;;;
bobbymarko;1;2145;;;;;;;;;;;;
vongruenigen;2;2149;2148;;;;;;;;;;;
swilliams;1;2151;;;;;;;;;;;;
sboesen;1;2152;;;;;;;;;;;;
darrhiggs;1;2153;;;;;;;;;;;;
djw;1;2163;;;;;;;;;;;;
rafaelprimeiro;1;2164;;;;;;;;;;;;
kahwee;1;2172;;;;;;;;;;;;
simmo;1;2178;;;;;;;;;;;;
napkindrawing;2;2181;2179;;;;;;;;;;;
acetous;1;2205;;;;;;;;;;;;
mpobrien;1;2211;;;;;;;;;;;;
gkostadinov;1;2232;;;;;;;;;;;;
bdunn313;1;2235;;;;;;;;;;;;
notsobad;1;2237;;;;;;;;;;;;
eillarra;2;2276;2238;;;;;;;;;;;
tritowntim;1;2243;;;;;;;;;;;;
meleyal;3;6328;2250;2249;;;;;;;;;;
worldspawn;1;2253;;;;;;;;;;;;
danielfarrell;2;2273;2270;;;;;;;;;;;
airtonix;1;2277;;;;;;;;;;;;
renoirb;1;2282;;;;;;;;;;;;
waynebrantley;1;2283;;;;;;;;;;;;
charettes;3;4469;2402;2284;;;;;;;;;;
felixrabe;3;10139;10126;2287;;;;;;;;;;
inolen;1;2323;;;;;;;;;;;;
snookca;1;2324;;;;;;;;;;;;
Gutek;1;2329;;;;;;;;;;;;
ogerik;1;2332;;;;;;;;;;;;
mariocesar;2;2336;2335;;;;;;;;;;;
rustyrazorblade;1;2343;;;;;;;;;;;;
rustyio;1;2344;;;;;;;;;;;;
brewster1134;1;2348;;;;;;;;;;;;
LawfulHacker;1;2349;;;;;;;;;;;;
armagast;1;2359;;;;;;;;;;;;
alexpeattie;1;2363;;;;;;;;;;;;
lecar-red;1;2372;;;;;;;;;;;;
SamWhited;1;2382;;;;;;;;;;;;
mariorojas;1;2384;;;;;;;;;;;;
maccesch;2;2395;2387;;;;;;;;;;;
mbjsonie;1;2388;;;;;;;;;;;;
max-favilli;1;2393;;;;;;;;;;;;
grongor;1;2394;;;;;;;;;;;;
thi3rry;1;2399;;;;;;;;;;;;
jimmydo;1;2404;;;;;;;;;;;;
trevorskaggs;4;12777;6798;2414;2413;;;;;;;;;
kgodey;1;2429;;;;;;;;;;;;
gbezyuk;1;2431;;;;;;;;;;;;
jaguililla;1;2435;;;;;;;;;;;;
twoolie;1;2444;;;;;;;;;;;;
cnlpete;1;2453;;;;;;;;;;;;
Murtnowski;2;2474;2455;;;;;;;;;;;
hallas;1;2464;;;;;;;;;;;;
wtfzdotnet;1;2469;;;;;;;;;;;;
timehat;1;2471;;;;;;;;;;;;
luk3thomas;1;2476;;;;;;;;;;;;
mandric;1;2479;;;;;;;;;;;;
neilmiddleton;1;2486;;;;;;;;;;;;
jszakmeister;1;2502;;;;;;;;;;;;
bangline;1;2511;;;;;;;;;;;;
kemitchell;1;2515;;;;;;;;;;;;
iainb;1;2518;;;;;;;;;;;;
zerkms;1;2519;;;;;;;;;;;;
dsgn1graphics;1;2520;;;;;;;;;;;;
robflaherty;2;2542;2521;;;;;;;;;;;
runawaygo;1;2529;;;;;;;;;;;;
brodkin;1;2556;;;;;;;;;;;;
netatoo;1;2569;;;;;;;;;;;;
joshdick;2;6819;2570;;;;;;;;;;;
jakepetroules;1;2584;;;;;;;;;;;;
Sopamo;1;2600;;;;;;;;;;;;
maxxst;1;2604;;;;;;;;;;;;
sannefoltz;2;3189;2605;;;;;;;;;;;
euskadi31;1;2606;;;;;;;;;;;;
ramonrails;1;2608;;;;;;;;;;;;
brendanheywood;1;2622;;;;;;;;;;;;
DracoLi;1;2625;;;;;;;;;;;;
aaronsofaly;1;2627;;;;;;;;;;;;
sirlantis;1;2628;;;;;;;;;;;;
elebetsamer;1;2644;;;;;;;;;;;;
Hyra;1;2651;;;;;;;;;;;;
iamvery;1;2655;;;;;;;;;;;;
tnajdek;2;2691;2660;;;;;;;;;;;
tsmes;1;2664;;;;;;;;;;;;
shnjp;1;2667;;;;;;;;;;;;
jeremyricketts;1;2670;;;;;;;;;;;;
piranxa;1;2672;;;;;;;;;;;;
sethaldridge;1;2674;;;;;;;;;;;;
rafaelks;1;2683;;;;;;;;;;;;
francisl;1;2688;;;;;;;;;;;;
hurtubise;3;8014;2890;2692;;;;;;;;;;
tjrana;1;2701;;;;;;;;;;;;
Synchro;3;6624;3388;2722;;;;;;;;;;
eternicode;1;2723;;;;;;;;;;;;
romanych;1;2734;;;;;;;;;;;;
ruipenso;1;2773;;;;;;;;;;;;
andreasbovens;1;2783;;;;;;;;;;;;
agis-;1;2808;;;;;;;;;;;;
richardp-au;1;2814;;;;;;;;;;;;
almirfilho;1;2815;;;;;;;;;;;;
ubeckers;1;2818;;;;;;;;;;;;
tauren;1;2819;;;;;;;;;;;;
beryllium;1;2826;;;;;;;;;;;;
joshuapinter;1;2842;;;;;;;;;;;;
aroc;2;2871;2854;;;;;;;;;;;
grantzau;2;2940;2863;;;;;;;;;;;
mfo;1;2867;;;;;;;;;;;;
mattbasta;1;2868;;;;;;;;;;;;
jingman;1;2869;;;;;;;;;;;;
samsamm777;1;2875;;;;;;;;;;;;
stammy;1;2876;;;;;;;;;;;;
defunctzombie;1;2881;;;;;;;;;;;;
AlecRust;6;5211;3530;2944;2923;2898;2893;;;;;;;
adamjgrant;2;4056;2896;;;;;;;;;;;
kwangchin;1;2911;;;;;;;;;;;;
zpao;1;2916;;;;;;;;;;;;
buryat;1;2918;;;;;;;;;;;;
simonsmith;1;2928;;;;;;;;;;;;
alexpos;1;2929;;;;;;;;;;;;
DaveWillkomm;1;2948;;;;;;;;;;;;
akennedy;1;2950;;;;;;;;;;;;
ruimarinho;1;2955;;;;;;;;;;;;
chaliy;1;2968;;;;;;;;;;;;
rmclain;1;2978;;;;;;;;;;;;
ghotiphud;1;2984;;;;;;;;;;;;
M-O-Z-G;1;2991;;;;;;;;;;;;
ZachBeta;1;2993;;;;;;;;;;;;
theaspect;1;3010;;;;;;;;;;;;
jasonwyatt;2;5662;3012;;;;;;;;;;;
devth;2;3400;3013;;;;;;;;;;;
web-dev;1;3014;;;;;;;;;;;;
blongyang;1;3020;;;;;;;;;;;;
iamdustan;1;3021;;;;;;;;;;;;
mishmosh;1;3028;;;;;;;;;;;;
ttsu;1;3029;;;;;;;;;;;;
kgautreaux;1;3038;;;;;;;;;;;;
matheusvilela;1;3044;;;;;;;;;;;;
kvnn;1;3046;;;;;;;;;;;;
idev247;1;3054;;;;;;;;;;;;
robotsarego;1;3055;;;;;;;;;;;;
kmcbride;1;3059;;;;;;;;;;;;
webpro;1;3062;;;;;;;;;;;;
ebfe;2;3083;3063;;;;;;;;;;;
au-phiware;4;16193;15934;5846;3068;;;;;;;;;
sbermeister;2;3073;3072;;;;;;;;;;;
Thibaut;1;3089;;;;;;;;;;;;
ncreuschling;1;3095;;;;;;;;;;;;
jamierytlewski;1;3099;;;;;;;;;;;;
jonnysp;3;10836;3847;3108;;;;;;;;;;
turp;1;3109;;;;;;;;;;;;
gaomd;1;3127;;;;;;;;;;;;
TheJester12;1;3140;;;;;;;;;;;;
nicholassmith;1;3143;;;;;;;;;;;;
willem403;2;3794;3145;;;;;;;;;;;
ivebeenlinuxed;1;3149;;;;;;;;;;;;
evil-shrike;3;4194;3506;3158;;;;;;;;;;
philBrown;1;3161;;;;;;;;;;;;
jonmaim;1;3163;;;;;;;;;;;;
giulianovelli;2;5024;3168;;;;;;;;;;;
lyndsysimon;1;3174;;;;;;;;;;;;
loddy1234;1;3182;;;;;;;;;;;;
michaelbrooks;1;3185;;;;;;;;;;;;
pkruithof;1;3190;;;;;;;;;;;;
jeroenbourgois;1;3199;;;;;;;;;;;;
bleything;1;3228;;;;;;;;;;;;
ahizzle;2;3246;3235;;;;;;;;;;;
brianpeiris;1;3237;;;;;;;;;;;;
fajrconnect;1;3255;;;;;;;;;;;;
ampleyfly;1;3263;;;;;;;;;;;;
anirvan;1;3268;;;;;;;;;;;;
kugaevsky;1;3278;;;;;;;;;;;;
altschuler;2;3914;3303;;;;;;;;;;;
nilcolor;1;3308;;;;;;;;;;;;
drakej;1;3314;;;;;;;;;;;;
paniwani;1;3320;;;;;;;;;;;;
pjkix;1;3328;;;;;;;;;;;;
bobthecow;1;3329;;;;;;;;;;;;
jcarlson;1;3334;;;;;;;;;;;;
gizm0bill;1;3341;;;;;;;;;;;;
triceam;1;3349;;;;;;;;;;;;
srobbin;1;3364;;;;;;;;;;;;
wachunga;1;3366;;;;;;;;;;;;
steveluscher;1;3380;;;;;;;;;;;;
benjaminclot;2;5546;3383;;;;;;;;;;;
fran6co;1;3390;;;;;;;;;;;;
aledista;2;3402;3401;;;;;;;;;;;
soundake;1;3410;;;;;;;;;;;;
ajgon;1;3411;;;;;;;;;;;;
pcorsaro;1;3421;;;;;;;;;;;;
jwoertink;1;3423;;;;;;;;;;;;
ptmrt;1;3429;;;;;;;;;;;;
doryphores;1;3455;;;;;;;;;;;;
fzerorubigd;1;3461;;;;;;;;;;;;
philipmat;1;3471;;;;;;;;;;;;
mindfreakthemon;1;3491;;;;;;;;;;;;
keriati;1;3507;;;;;;;;;;;;
joshlangner;1;3508;;;;;;;;;;;;
troyharvey;1;3510;;;;;;;;;;;;
sonicdoe;1;3516;;;;;;;;;;;;
jrschumacher;1;3527;;;;;;;;;;;;
pvorb;1;3545;;;;;;;;;;;;
tomtastico;1;3552;;;;;;;;;;;;
larswittenberg;1;3558;;;;;;;;;;;;
andrewhubbs;1;3570;;;;;;;;;;;;
anilshanbhag;1;3582;;;;;;;;;;;;
ademaro;1;3584;;;;;;;;;;;;
GianlucaGuarini;1;3588;;;;;;;;;;;;
RichardBronosky;1;3593;;;;;;;;;;;;
gutomaia;1;3634;;;;;;;;;;;;
coto;1;3636;;;;;;;;;;;;
vmunier;1;3644;;;;;;;;;;;;
xibman;1;3646;;;;;;;;;;;;
andrewrk;1;3648;;;;;;;;;;;;
toekneestuck;1;3664;;;;;;;;;;;;
rma4ok;4;3698;3696;3669;3668;;;;;;;;;
kurtextrem;2;4317;3676;;;;;;;;;;;
ciembor;3;3888;3720;3710;;;;;;;;;;
iblue;1;3716;;;;;;;;;;;;
calebthompson;1;3727;;;;;;;;;;;;
beakr;1;3745;;;;;;;;;;;;
marcelombc;2;10872;3746;;;;;;;;;;;
pjlammertyn;1;3751;;;;;;;;;;;;
etiennetremel;2;4146;3765;;;;;;;;;;;
danring;1;3766;;;;;;;;;;;;
erotte;1;3767;;;;;;;;;;;;
japserboy;1;3784;;;;;;;;;;;;
jakejarvis;1;3789;;;;;;;;;;;;
maximal;2;3799;3798;;;;;;;;;;;
garysweaver;2;4107;3821;;;;;;;;;;;
jasonmadigan;1;3825;;;;;;;;;;;;
Pfiver;1;3829;;;;;;;;;;;;
benbabics;1;3833;;;;;;;;;;;;
allybee;1;3834;;;;;;;;;;;;
borisnadion;1;3836;;;;;;;;;;;;
ilanco;1;3839;;;;;;;;;;;;
threadhead;1;3853;;;;;;;;;;;;
blueimp;1;3854;;;;;;;;;;;;
vegardlarsen;1;3855;;;;;;;;;;;;
Gator92;1;3861;;;;;;;;;;;;
igor-alexandrov;1;3878;;;;;;;;;;;;
spantaleev;3;4993;3898;3884;;;;;;;;;;
amercier;1;3885;;;;;;;;;;;;
flop;1;3893;;;;;;;;;;;;
mokagio;1;3895;;;;;;;;;;;;
prestarocket;1;3903;;;;;;;;;;;;
ricardovf;1;3908;;;;;;;;;;;;
matobago;3;4165;3910;3909;;;;;;;;;;
freexploit;3;3925;3924;3916;;;;;;;;;;
adityamenon;2;3921;3919;;;;;;;;;;;
tekezo;1;3923;;;;;;;;;;;;
johnTurknett;1;3934;;;;;;;;;;;;
gsf;2;3941;3940;;;;;;;;;;;
raad;1;3948;;;;;;;;;;;;
chrisdpratt;1;3953;;;;;;;;;;;;
pnovodvorskiy;1;3960;;;;;;;;;;;;
pkkid;1;3961;;;;;;;;;;;;
lfryc;1;3962;;;;;;;;;;;;
tzeskimo;1;3972;;;;;;;;;;;;
hiepnv;1;3983;;;;;;;;;;;;
mwhitneysdsu;2;4145;3985;;;;;;;;;;;
kmorin;1;3990;;;;;;;;;;;;
ComFreek;1;4015;;;;;;;;;;;;
kboyle;1;4016;;;;;;;;;;;;
fulmicoton;1;4019;;;;;;;;;;;;
thomasfedb;1;4023;;;;;;;;;;;;
SoapSeller;3;4811;4307;4031;;;;;;;;;;
Dattaya;1;4034;;;;;;;;;;;;
smcguinness;2;5082;4045;;;;;;;;;;;
vlakoff;2;4051;4049;;;;;;;;;;;
eugene-p;2;4064;4063;;;;;;;;;;;
